Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
118,2024-08-11,CUST118,Female,38,Beauty,1,50,50
119,2024-08-18,CUST119,Male,47,Electronics,4,50,200
120,2024-01-15,CUST120,Female,38,Beauty,4,30,120
121,2024-06-30,CUST121,Female,39,Clothing,3,500,1500
122,2024-01-06,CUST122,Male,23,Beauty,4,300,1200
123,2024-10-11,CUST123,Male,62,Clothing,4,300,1200
124,2024-01-09,CUST124,Male,36,Beauty,4,30,120
125,2024-06-05,CUST125,Female,48,Electronics,3,300,900
126,2024-10-08,CUST126,Female,40,Electronics,4,50,200
127,2024-06-05,CUST127,Female,32,Beauty,2,50,100
128,2024-03-02,CUST128,Male,30,Beauty,4,50,200
129,2024-10-28,CUST129,Female,24,Beauty,3,30,90
130,2024-07-03,CUST130,Male,37,Beauty,2,50,100
131,2024-01-24,CUST131,Male,53,Clothing,2,300,600
132,2024-02-22,CUST132,Male,54,Clothing,4,300,1200
133,2024-08-13,CUST133,Female,29,Beauty,3,300,900
134,2024-02-28,CUST134,Male,43,Clothing,1,500,500
135,2024-11-18,CUST135,Male,27,Beauty,3,25,75
136,2024-05-07,CUST136,Male,53,Clothing,2,500,1000
137,2024-07-13,CUST137,Female,46,Clothing,4,50,200
138,2024-10-18,CUST138,Male,57,Electronics,1,30,30
139,2024-11-16,CUST139,Male,34,Electronics,1,30,30
140,2024-05-02,CUST140,Male,53,Beauty,2,25,50
141,2024-07-28,CUST141,Female,62,Electronics,4,50,200
142,2024-01-17,CUST142,Male,36,Electronics,3,300,900
143,2024-02-06,CUST143,Male,34,Electronics,2,300,600
144,2024-02-28,CUST144,Male,59,Beauty,3,30,90
145,2024-02-06,CUST145,Male,28,Clothing,3,300,900
146,2024-03-04,CUST146,Female,62,Clothing,4,50,200
147,2024-09-13,CUST147,Female,46,Beauty,1,300,300
148,2024-06-14,CUST148,Female,19,Beauty,2,500,1000
149,2024-10-27,CUST149,Male,61,Clothing,1,30,30
150,2024-08-28,CUST150,Female,35,Beauty,4,300,1200
151,2024-02-16,CUST151,Female,40,Clothing,3,50,150
152,2024-12-09,CUST152,Male,28,Clothing,4,300,1200
153,2024-05-27,CUST153,Female,53,Beauty,4,25,100
154,2024-06-10,CUST154,Female,38,Beauty,4,500,2000
155,2024-01-01,CUST155,Female,44,Beauty,2,500,1000
156,2024-07-04,CUST156,Female,58,Clothing,1,30,30
157,2024-05-16,CUST157,Male,36,Clothing,4,25,100
158,2024-01-15,CUST158,Male,63,Beauty,3,500,1500
159,2024-01-08,CUST159,Female,23,Beauty,1,300,300
160,2024-03-01,CUST160,Male,49,Electronics,3,500,1500
161,2024-12-27,CUST161,Female,44,Clothing,4,30,120
162,2024-08-21,CUST162,Male,42,Beauty,2,25,50
163,2024-05-21,CUST163,Female,39,Electronics,3,25,75
164,2024-05-24,CUST164,Female,55,Electronics,4,30,120
165,2024-08-16,CUST165,Female,40,Clothing,4,300,1200
166,2024-06-13,CUST166,Male,62,Beauty,4,30,120
167,2024-07-29,CUST167,Male,38,Electronics,4,300,1200
168,2024-07-16,CUST168,Male,49,Beauty,2,500,1000
169,2024-10-29,CUST169,Female,24,Clothing,1,500,500
170,2024-08-21,CUST170,Male,64,Beauty,4,30,120
171,2024-02-08,CUST171,Female,34,Clothing,4,25,100
172,2024-06-17,CUST172,Female,38,Electronics,4,500,2000
173,2024-01-19,CUST173,Male,33,Electronics,3,30,90
174,2024-02-16,CUST174,Female,24,Electronics,1,300,300
175,2024-03-26,CUST175,Female,19,Beauty,3,25,75
176,2024-05-30,CUST176,Female,41,Clothing,2,30,60
177,2024-09-28,CUST177,Female,54,Electronics,2,30,60
178,2024-03-30,CUST178,Male,57,Clothing,2,300,600
179,2024-10-25,CUST179,Male,32,Clothing,3,300,900
180,2024-05-10,CUST180,Male,47,Clothing,2,25,50
181,2024-08-14,CUST181,Female,55,Clothing,4,50,200
182,2024-08-21,CUST182,Female,30,Clothing,4,25,100
183,2024-05-01,CUST183,Female,54,Clothing,3,50,150
184,2024-01-12,CUST184,Female,35,Beauty,1,500,500
185,2024-09-11,CUST185,Female,32,Electronics,3,30,90
186,2024-11-21,CUST186,Male,57,Clothing,2,25,50
187,2024-11-17,CUST187,Male,37,Clothing,1,500,500
188,2024-07-05,CUST188,Male,23,Clothing,3,300,900
189,2024-03-30,CUST189,Male,26,Electronics,3,500,1500
190,2024-09-13,CUST190,Female,28,Clothing,4,50,200
191,2024-06-22,CUST191,Male,47,Beauty,2,30,60
192,2024-12-12,CUST192,Female,53,Clothing,1,300,300
193,2024-01-08,CUST193,Female,52,Beauty,4,50,200
194,2024-12-10,CUST194,Female,55,Clothing,3,25,75
195,2024-12-11,CUST195,Male,48,Beauty,3,500,1500
196,2024-04-23,CUST196,Male,58,Clothing,3,300,900
197,2024-02-29,CUST197,Male,20,Beauty,3,300,900
198,2024-02-29,CUST198,Male,33,Electronics,2,300,600
199,2024-08-20,CUST199,Female,60,Electronics,4,500,2000
200,2024-03-20,CUST200,Female,59,Beauty,4,500,2000
201,2024-07-27,CUST201,Female,20,Electronics,3,30,90
202,2024-08-15,CUST202,Female,33,Clothing,1,50,50
203,2024-10-05,CUST203,Female,21,Clothing,3,30,90
204,2024-03-03,CUST204,Female,23,Electronics,2,500,1000
205,2024-01-11,CUST205,Male,39,Beauty,2,500,1000
206,2024-04-15,CUST206,Male,53,Beauty,2,30,60
207,2024-06-17,CUST207,Male,56,Beauty,3,30,90
208,2024-03-07,CUST208,Female,29,Beauty,1,30,30
209,2024-01-08,CUST209,Female,33,Electronics,3,25,75
210,2024-03-30,CUST210,Female,21,Beauty,4,500,2000
211,2024-02-28,CUST211,Male,48,Clothing,3,500,1500
212,2024-10-30,CUST212,Male,46,Electronics,2,500,1000
213,2024-01-23,CUST213,Female,47,Electronics,1,25,25
214,2024-09-02,CUST214,Female,45,Electronics,1,300,300
215,2024-12-30,CUST215,Female,22,Beauty,3,500,1500
216,2024-03-16,CUST216,Male,26,Clothing,3,300,900
217,2024-11-01,CUST217,Female,47,Electronics,4,25,100
218,2024-12-25,CUST218,Male,59,Electronics,2,300,600
219,2024-08-19,CUST219,Male,44,Clothing,4,300,1200
220,2024-07-31,CUST220,Male,38,Clothing,3,50,150
221,2024-07-10,CUST221,Male,61,Clothing,1,25,25
222,2024-02-13,CUST222,Male,45,Beauty,3,30,90
223,2024-10-11,CUST223,Male,55,Electronics,3,25,75
224,2024-07-29,CUST224,Female,60,Clothing,1,50,50
225,2024-11-03,CUST225,Female,40,Beauty,2,30,60
226,2024-12-02,CUST226,Female,32,Beauty,3,500,1500
227,2024-07-07,CUST227,Male,35,Electronics,2,300,600
228,2024-10-14,CUST228,Male,56,Electronics,3,25,75
229,2024-04-02,CUST229,Female,62,Clothing,3,50,150
230,2024-01-04,CUST230,Male,27,Electronics,4,25,100
231,2024-03-13,CUST231,Male,23,Electronics,2,300,600
232,2024-08-02,CUST232,Female,39,Beauty,3,50,150
233,2024-06-15,CUST233,Male,21,Beauty,2,500,1000
234,2024-01-26,CUST234,Male,35,Clothing,4,300,1200
235,2024-11-06,CUST235,Female,44,Clothing,2,500,1000
236,2024-02-28,CUST236,Female,45,Beauty,3,500,1500
237,2024-09-06,CUST237,Female,20,Beauty,4,500,2000
238,2024-01-29,CUST238,Male,31,Clothing,2,30,60
239,2024-05-10,CUST239,Female,38,Beauty,1,300,300
240,2024-08-08,CUST240,Male,26,Clothing,2,500,1000
241,2024-10-13,CUST241,Female,22,Clothing,1,300,300
242,2024-01-10,CUST242,Female,22,Clothing,4,500,2000
243,2024-07-26,CUST243,Female,36,Beauty,4,25,100
244,2024-06-15,CUST244,Male,57,Clothing,3,25,75
245,2024-08-11,CUST245,Male,33,Clothing,4,500,2000
246,2024-02-10,CUST246,Female,37,Electronics,3,30,90
247,2024-06-19,CUST247,Male,22,Electronics,1,500,500
248,2024-09-18,CUST248,Male,40,Clothing,2,30,60
249,2024-02-22,CUST249,Male,34,Beauty,2,500,1000
250,2024-03-19,CUST250,Male,29,Electronics,4,300,1200
251,2024-10-15,CUST251,Female,61,Electronics,3,50,150
252,2024-03-18,CUST252,Female,22,Clothing,4,50,200
253,2024-05-20,CUST253,Male,40,Electronics,1,50,50
254,2024-08-24,CUST254,Female,20,Beauty,3,50,150
255,2024-02-09,CUST255,Male,57,Electronics,4,300,1200
256,2024-10-24,CUST256,Male,46,Electronics,2,50,100
257,2024-11-05,CUST257,Female,50,Beauty,1,300,300
258,2024-02-22,CUST258,Female,63,Beauty,2,25,50
259,2024-05-06,CUST259,Female,46,Electronics,2,50,100
260,2024-07-09,CUST260,Female,42,Clothing,3,500,1500
261,2024-01-27,CUST261,Female,22,Clothing,1,500,500
262,2024-12-13,CUST262,Female,36,Clothing,2,50,100
263,2024-02-11,CUST263,Male,40,Clothing,4,30,120
264,2024-10-31,CUST264,Male,37,Electronics,4,50,200
265,2024-03-06,CUST265,Male,59,Electronics,4,500,2000
266,2024-07-04,CUST266,Male,41,Clothing,2,30,60
267,2024-06-23,CUST267,Female,30,Beauty,2,30,60
268,2024-02-09,CUST268,Female,24,Electronics,1,50,50
269,2024-11-12,CUST269,Male,56,Clothing,2,30,60
270,2024-04-02,CUST270,Male,64,Clothing,1,300,300
271,2024-07-05,CUST271,Male,46,Electronics,3,300,900
272,2024-04-29,CUST272,Male,37,Clothing,2,50,100
273,2024-12-13,CUST273,Female,47,Clothing,4,500,2000
274,2024-09-27,CUST274,Female,28,Beauty,2,50,100
275,2024-01-27,CUST275,Female,41,Electronics,1,500,500
276,2024-03-04,CUST276,Female,23,Beauty,3,300,900
277,2024-09-19,CUST277,Male,45,Beauty,2,300,600
278,2024-06-27,CUST278,Male,44,Beauty,4,500,2000
279,2024-07-10,CUST279,Male,42,Beauty,3,30,90
280,2024-01-15,CUST280,Female,24,Electronics,3,30,90
281,2024-03-11,CUST281,Male,36,Clothing,2,300,600
282,2024-08-17,CUST282,Male,23,Beauty,3,30,90
283,2024-03-17,CUST283,Female,25,Clothing,2,50,100
284,2024-03-03,CUST284,Male,33,Clothing,4,25,100
285,2024-02-26,CUST285,Female,56,Electronics,1,500,500
286,2024-10-21,CUST286,Male,63,Beauty,3,300,900
287,2024-01-01,CUST287,Female,33,Electronics,4,30,120
288,2024-12-06,CUST288,Male,51,Clothing,1,500,500
289,2024-10-05,CUST289,Male,42,Clothing,1,300,300
290,2024-07-10,CUST290,Female,19,Clothing,1,50,50
291,2024-05-03,CUST291,Male,55,Electronics,3,30,90
292,2024-01-23,CUST292,Female,52,Clothing,2,300,600
293,2024-12-22,CUST293,Female,58,Beauty,2,25,50
294,2024-08-22,CUST294,Male,36,Beauty,1,30,30
295,2024-01-22,CUST295,Female,37,Electronics,4,500,2000
296,2024-08-30,CUST296,Female,20,Electronics,2,50,100
297,2024-07-01,CUST297,Male,59,Clothing,3,25,75
298,2024-07-07,CUST298,Female,43,Electronics,4,300,1200
299,2024-06-22,CUST299,Male,49,Electronics,4,50,200
300,2024-09-22,CUST300,Female,23,Electronics,4,25,100
301,2024-08-08,CUST301,Male,52,Clothing,3,25,75
302,2024-02-10,CUST302,Female,60,Clothing,3,300,900
303,2024-11-04,CUST303,Female,28,Electronics,4,50,200
304,2024-08-16,CUST304,Male,64,Clothing,4,50,200
305,2024-11-23,CUST305,Male,22,Electronics,4,50,200
306,2024-09-19,CUST306,Male,19,Beauty,4,25,100
307,2024-03-05,CUST307,Male,33,Electronics,3,50,150
308,2024-07-15,CUST308,Male,56,Beauty,4,50,200
309,2024-07-09,CUST309,Female,22,Electronics,2,500,1000
310,2024-07-06,CUST310,Female,38,Electronics,3,30,90
311,2024-02-28,CUST311,Male,29,Clothing,4,500,2000
312,2024-03-01,CUST312,Female,34,Electronics,4,30,120
313,2024-11-09,CUST313,Female,62,Clothing,2,25,50
314,2024-03-10,CUST314,Male,46,Beauty,4,25,100
315,2024-12-15,CUST315,Female,60,Clothing,1,500,500
316,2024-10-04,CUST316,Female,37,Beauty,2,50,100
317,2024-09-17,CUST317,Male,25,Beauty,2,30,60
318,2024-09-09,CUST318,Male,41,Electronics,3,300,900
319,2024-10-09,CUST319,Male,57,Beauty,1,50,50
320,2024-07-22,CUST320,Female,51,Clothing,4,500,2000
321,2024-02-07,CUST321,Male,38,Electronics,1,300,300
322,2024-08-26,CUST322,Female,26,Electronics,2,30,60
323,2024-08-09,CUST323,Male,25,Electronics,2,50,100
324,2024-03-25,CUST324,Male,38,Electronics,2,50,100
325,2024-09-22,CUST325,Female,23,Clothing,2,500,1000
326,2024-05-20,CUST326,Male,58,Clothing,1,500,500
327,2024-11-24,CUST327,Male,55,Electronics,2,30,60
328,2024-12-03,CUST328,Female,54,Beauty,1,25,25
329,2024-01-24,CUST329,Female,59,Beauty,4,500,2000
330,2024-11-23,CUST330,Male,49,Electronics,3,50,150
331,2024-09-04,CUST331,Male,61,Clothing,3,300,900
332,2024-02-07,CUST332,Male,28,Clothing,4,300,1200
333,2024-08-25,CUST333,Male,39,Electronics,2,50,100
334,2024-06-12,CUST334,Female,43,Beauty,3,500,1500
335,2024-10-14,CUST335,Male,38,Beauty,4,25,100
336,2024-05-16,CUST336,Female,33,Beauty,1,25,25
337,2024-05-28,CUST337,Female,57,Clothing,2,30,60
338,2024-06-16,CUST338,Female,30,Beauty,4,500,2000
339,2024-08-27,CUST339,Female,37,Clothing,1,25,25
340,2024-07-20,CUST340,Female,33,Beauty,3,25,75
341,2024-01-26,CUST341,Female,49,Electronics,4,50,200
342,2024-10-01,CUST342,Male,24,Clothing,2,50,100
343,2024-07-06,CUST343,Female,41,Beauty,4,25,100
344,2024-10-18,CUST344,Male,41,Electronics,3,25,75
345,2024-07-16,CUST345,Female,53,Clothing,1,30,30
346,2024-02-19,CUST346,Female,41,Clothing,3,30,90
347,2024-04-11,CUST347,Female,50,Beauty,1,25,25
348,2024-03-11,CUST348,Female,48,Electronics,4,30,120
349,2024-11-06,CUST349,Male,38,Electronics,3,30,90
350,2024-07-20,CUST350,Female,55,Clothing,4,500,2000
351,2024-06-02,CUST351,Female,19,Clothing,3,25,75
352,2024-08-01,CUST352,Female,64,Electronics,1,500,500
353,2024-08-30,CUST353,Female,59,Electronics,2,25,50
354,2024-10-25,CUST354,Female,28,Electronics,4,30,120
355,2024-12-14,CUST355,Male,20,Electronics,1,30,30
356,2024-01-10,CUST356,Female,38,Clothing,2,300,600
357,2024-12-19,CUST357,Male,44,Electronics,4,25,100
358,2024-12-27,CUST358,Male,51,Beauty,3,300,900
359,2024-09-26,CUST359,Female,38,Beauty,4,500,2000
360,2024-06-24,CUST360,Female,61,Electronics,3,500,1500
361,2024-09-04,CUST361,Male,33,Clothing,3,30,90
362,2024-06-01,CUST362,Female,63,Beauty,4,50,200
363,2024-09-02,CUST363,Female,53,Electronics,3,50,150
364,2024-03-03,CUST364,Female,43,Clothing,2,50,100
365,2024-01-22,CUST365,Female,63,Beauty,3,300,900
366,2024-12-01,CUST366,Female,48,Beauty,2,500,1000
367,2024-05-18,CUST367,Female,26,Beauty,2,30,60
368,2024-01-26,CUST368,Male,58,Beauty,1,25,25
369,2024-07-30,CUST369,Female,63,Clothing,1,30,30
370,2024-01-03,CUST370,Male,44,Electronics,4,300,1200
371,2024-11-29,CUST371,Male,36,Clothing,3,25,75
372,2024-02-15,CUST372,Male,52,Electronics,1,30,30
373,2024-08-01,CUST373,Male,20,Clothing,4,30,120
374,2024-05-28,CUST374,Male,18,Clothing,1,50,50
375,2024-05-25,CUST375,Female,59,Electronics,4,30,120
376,2024-09-15,CUST376,Female,35,Beauty,1,50,50
377,2024-03-24,CUST377,Female,59,Clothing,2,25,50
378,2024-06-21,CUST378,Female,54,Electronics,2,30,60
379,2024-11-08,CUST379,Female,45,Electronics,3,25,75
380,2024-07-24,CUST380,Male,29,Beauty,4,50,200
381,2024-05-07,CUST381,Male,34,Clothing,2,300,600
382,2024-05-16,CUST382,Female,37,Electronics,1,50,50
383,2024-11-30,CUST383,Female,62,Beauty,1,25,25
384,2024-08-26,CUST384,Female,28,Clothing,3,25,75
385,2024-11-23,CUST385,Female,41,Electronics,2,30,60
386,2024-03-09,CUST386,Female,27,Clothing,3,300,900
387,2024-12-25,CUST387,Female,52,Electronics,2,30,60
388,2024-12-14,CUST388,Male,51,Clothing,3,25,75
389,2024-10-15,CUST389,Male,21,Electronics,2,500,1000
390,2024-10-01,CUST390,Male,28,Clothing,4,25,100
391,2024-12-14,CUST391,Male,63,Electronics,4,25,100
392,2024-09-18,CUST392,Female,21,Clothing,2,500,1000
393,2024-07-31,CUST393,Female,54,Beauty,4,50,200
394,2024-01-12,CUST394,Female,34,Beauty,2,500,1000
395,2024-02-07,CUST395,Male,45,Clothing,1,500,500
396,2024-01-31,CUST396,Male,48,Beauty,3,300,900
397,2024-04-02,CUST397,Male,59,Electronics,4,50,200
398,2024-07-14,CUST398,Female,42,Clothing,1,500,500
399,2024-03-09,CUST399,Female,25,Beauty,4,500,2000
400,2024-03-06,CUST400,Male,18,Beauty,3,300,900
401,2024-12-10,CUST401,Female,52,Clothing,2,30,60
402,2024-08-23,CUST402,Female,27,Clothing,2,25,50
403,2024-01-17,CUST403,Female,57,Beauty,2,30,60
404,2024-02-04,CUST404,Male,56,Beauty,4,500,2000
405,2024-12-10,CUST405,Male,33,Electronics,1,300,300
406,2024-08-12,CUST406,Male,52,Beauty,1,30,30
407,2024-09-14,CUST407,Female,32,Electronics,3,500,1500
408,2024-11-02,CUST408,Female,33,Clothing,2,500,1000
409,2024-04-23,CUST409,Female,37,Clothing,1,500,500
410,2024-10-29,CUST410,Male,58,Electronics,4,500,2000
411,2024-09-10,CUST411,Male,40,Electronics,4,500,2000
412,2024-06-12,CUST412,Female,44,Beauty,3,300,900
413,2024-04-04,CUST413,Female,33,Beauty,3,30,90
414,2024-08-25,CUST414,Male,53,Clothing,4,500,2000
415,2024-09-28,CUST415,Male,42,Beauty,3,30,90
416,2024-06-18,CUST416,Male,46,Clothing,1,500,500
417,2024-04-07,CUST417,Male,35,Clothing,1,25,25
418,2024-04-06,CUST418,Male,48,Beauty,3,50,150
419,2024-01-08,CUST419,Male,30,Electronics,1,300,300
420,2024-05-04,CUST420,Male,43,Beauty,3,50,150
421,2024-07-13,CUST421,Female,52,Electronics,3,50,150
422,2024-05-13,CUST422,Female,50,Clothing,4,25,100
423,2024-08-28,CUST423,Female,31,Clothing,3,300,900
424,2024-01-24,CUST424,Male,27,Beauty,3,500,1500
425,2024-10-26,CUST425,Female,36,Beauty,2,50,100
426,2024-04-27,CUST426,Female,54,Beauty,4,500,2000
427,2024-12-01,CUST427,Female,34,Clothing,4,300,1200
428,2024-03-27,CUST428,Female,28,Beauty,4,30,120
429,2024-10-04,CUST429,Male,51,Beauty,1,25,25
430,2024-01-04,CUST430,Female,26,Electronics,2,25,50
431,2024-12-28,CUST431,Male,18,Beauty,4,50,200
432,2024-01-31,CUST432,Female,60,Clothing,1,25,25
433,2024-09-29,CUST433,Female,18,Beauty,3,500,1500
434,2024-05-26,CUST434,Male,50,Electronics,4,30,120
435,2024-02-24,CUST435,Male,51,Beauty,2,30,60
436,2024-11-13,CUST436,Female,40,Clothing,4,25,100
437,2024-07-10,CUST437,Female,47,Electronics,2,30,60
438,2024-06-02,CUST438,Male,59,Electronics,1,25,25
439,2024-07-26,CUST439,Female,42,Electronics,4,25,100
440,2024-11-22,CUST440,Male,62,Beauty,1,300,300
441,2024-08-10,CUST441,Female,54,Beauty,1,30,30
442,2024-04-18,CUST442,Female,35,Beauty,1,50,50
443,2024-10-05,CUST443,Male,29,Clothing,1,30,30
444,2024-10-27,CUST444,Male,63,Clothing,1,50,50
445,2024-03-24,CUST445,Male,54,Clothing,3,300,900
446,2024-03-12,CUST446,Male,50,Electronics,3,25,75
447,2024-02-20,CUST447,Female,32,Beauty,3,500,1500
448,2024-11-10,CUST448,Female,38,Beauty,3,300,900
449,2024-09-08,CUST449,Male,40,Electronics,4,300,1200
450,2024-04-05,CUST450,Female,23,Electronics,3,30,90
451,2024-02-07,CUST451,Male,35,Beauty,4,30,120
452,2024-07-18,CUST452,Female,41,Beauty,1,25,25
453,2024-06-06,CUST453,Female,41,Clothing,1,30,30
454,2024-02-14,CUST454,Male,45,Clothing,4,25,100
455,2024-01-14,CUST455,Male,40,Electronics,1,500,500
456,2024-11-02,CUST456,Female,42,Beauty,3,300,900
457,2024-07-17,CUST457,Male,64,Electronics,2,500,1000
458,2024-09-23,CUST458,Male,61,Clothing,2,30,60
459,2024-05-17,CUST459,Female,35,Clothing,2,25,50
460,2024-03-26,CUST460,Female,35,Clothing,3,300,900
